session_key,user_key,group_code,registration_date,user_platform,event_platform,session_start_time,session_day,session_end_time,duration_mins,plans_count,accounts_count,banking_usage,budgets_created,budgeting_usage,library_views,library_banking_views,library_budgeting_views,library_investing_views,credit_usage,dashboard_visits,goals_created,goal_module_usage,internship_submissions,investing_usage,logins,onboarding_info_completed,onboarding_avatar_done,onboarding_hobbies_set,onboarding_questions_answered,qa_interactions,saving_entries,settings_visits,signups,summerjob_usage,tax_module_usage,tuition_fees_recorded
4e4cc993-b9bb-4e26-ac71-d60b1cf243ef,1aabbddf-ba95-4569-ac5a-2990e1281f30,group_3,2124-08-01 19:14:14.137053,Desktop,Mobile,2127-01-22 08:48:13.046907,2127-01-22,2127-01-22 10:44:13.046907,116,4,1,1,0,0,3,4,1,3,0,4,5,0,3,2,5,4,2,0,1,0,3,0,4,0,0,2
3f4d4f57-275b-4610-969e-65ed13fd2313,1aabbddf-ba95-4569-ac5a-2990e1281f30,group_3,2124-08-01 19:14:14.137053,Desktop,Desktop,2127-11-30 09:54:01.077828,2127-11-30,2127-11-30 11:34:01.077828,100,5,0,1,1,0,5,0,1,5,1,4,0,0,5,1,0,3,5,3,4,3,2,5,1,0,0,5
df877881-11cb-4a6c-b803-66d3bb0e51fa,1aabbddf-ba95-4569-ac5a-2990e1281f30,group_3,2124-08-01 19:14:14.137053,Desktop,Tablet,2125-12-24 06:27:17.672722,2125-12-24,2125-12-24 08:20:17.672722,113,5,3,0,3,1,5,5,0,0,0,0,1,1,1,2,5,5,1,5,5,4,2,2,4,0,0,3
283a9a71-1b4b-4a6e-bf70-a0b74f7ee80a,1aabbddf-ba95-4569-ac5a-2990e1281f30,group_3,2124-08-01 19:14:14.137053,Desktop,Desktop,2127-01-04 13:28:59.934266,2127-01-04,2127-01-04 14:17:59.934266,49,5,2,0,2,0,3,1,4,4,0,5,4,0,0,0,0,4,4,5,1,4,4,5,4,2,0,0
bfd18f9c-5d27-46b4-b179-a22eca3fa3dd,442c3ec1-b3e9-4c18-9aaf-8812af8f336a,group_2,2124-11-20 12:35:53.635093,Tablet,Tablet,2125-09-03 06:43:08.779038,2125-09-03,2125-09-03 07:24:08.779038,41,3,5,1,1,1,5,4,3,0,0,2,2,1,3,0,2,5,5,2,4,4,4,5,2,0,1,1
ec3c5483-5576-48ec-ba11-2321450339a7,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Desktop,2125-09-07 03:41:08.818038,2125-09-07,2125-09-07 03:55:08.818038,14,1,0,2,2,0,0,4,0,3,1,2,3,0,5,2,1,0,5,4,0,1,4,3,1,0,0,4
726a9d91-c7e5-4f68-8489-d5cc0c81ad36,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Tablet,2126-11-09 13:46:49.283610,2126-11-09,2126-11-09 13:58:49.283610,12,5,5,0,0,0,3,4,1,5,1,4,3,0,2,0,2,4,5,3,5,2,2,5,3,0,0,1
648f75b7-7fa9-4527-9394-514bf0880301,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Desktop,2126-01-15 13:21:19.884133,2126-01-15,2126-01-15 13:40:19.884133,19,1,0,0,5,1,5,0,5,4,0,5,1,0,2,0,0,1,1,5,1,5,5,3,5,0,0,1
68acb8dc-ce62-47f2-ba5a-a87a80570132,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Desktop,2127-08-10 15:29:00.963438,2127-08-10,2127-08-10 17:11:00.963438,102,4,1,0,4,0,5,1,3,4,1,5,0,1,3,0,1,2,2,5,4,5,3,1,0,1,2,3
c8141955-c4e0-411a-8046-648d1874b3b8,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Mobile,2127-06-28 00:06:40.713204,2127-06-28,2127-06-28 00:44:40.713204,38,5,3,2,3,1,2,0,5,3,1,3,5,3,0,0,2,3,3,0,0,0,5,2,2,0,1,2
71601f83-e9df-46b1-a711-2d3af9947981,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Mobile,2127-11-07 00:34:34.326023,2127-11-07,2127-11-07 01:48:34.326023,74,1,5,0,4,0,5,5,4,3,1,5,4,0,5,0,2,5,1,0,1,1,5,3,1,0,0,5
9c5929d4-da18-4990-a523-e4bd56a6b72d,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Mobile,2127-09-22 23:11:01.601539,2127-09-22,2127-09-22 23:45:01.601539,34,3,3,1,5,0,0,2,5,1,0,2,2,1,4,1,2,5,0,2,1,0,0,4,1,0,0,4
3e10ca6e-da2d-4c7d-8990-2fc69b18b0a1,2a7ec142-532a-4e81-8329-ed5695bb44f4,group_3,2125-05-02 18:27:56.532846,Tablet,Desktop,2126-03-05 17:45:57.461803,2126-03-05,2126-03-05 19:33:57.461803,108,0,4,0,3,1,4,3,3,5,0,3,0,0,1,0,1,2,1,2,5,3,5,3,0,1,2,3
27fafb2f-f205-41db-8b31-25f2ecde87ad,7a2926e5-07d1-464a-964d-c494acf9058a,group_3,2126-05-04 15:50:53.278430,Tablet,Tablet,2127-12-23 11:35:19.465111,2127-12-23,2127-12-23 12:19:19.465111,44,0,2,1,4,0,3,0,1,2,0,0,5,0,0,1,2,1,1,0,0,3,5,5,3,0,2,5
9bae123d-c051-4eb4-a0a3-64014873988d,7a2926e5-07d1-464a-964d-c494acf9058a,group_3,2126-05-04 15:50:53.278430,Tablet,Mobile,2126-08-14 18:13:55.973218,2126-08-14,2126-08-14 19:56:55.973218,103,3,3,1,5,0,0,3,0,0,0,2,4,0,3,2,3,5,2,2,2,0,2,4,1,1,0,0
a500a77a-5749-4a5a-ad0a-72b0378b1b56,7a2926e5-07d1-464a-964d-c494acf9058a,group_3,2126-05-04 15:50:53.278430,Tablet,Tablet,2126-08-14 10:59:26.518565,2126-08-14,2126-08-14 11:26:26.518565,27,0,3,0,3,0,4,2,0,1,0,2,2,0,5,0,2,1,2,4,3,2,1,4,0,0,0,4
a202bad9-a7ff-4df5-ab50-73c5a88fcbfd,7a2926e5-07d1-464a-964d-c494acf9058a,group_3,2126-05-04 15:50:53.278430,Tablet,Tablet,2127-01-26 12:47:53.176170,2127-01-26,2127-01-26 14:09:53.176170,82,3,1,0,1,1,2,1,5,3,0,4,1,1,2,0,1,1,3,3,2,3,5,3,3,0,2,2
d7bb3c22-9ecc-45bc-b369-d4a90aa1bd82,7a2926e5-07d1-464a-964d-c494acf9058a,group_3,2126-05-04 15:50:53.278430,Tablet,Mobile,2127-11-06 09:51:22.818503,2127-11-06,2127-11-06 11:04:22.818503,73,3,5,0,2,1,0,5,3,3,0,0,4,1,2,1,3,4,4,4,4,1,1,0,1,0,2,5
b463ec4c-6f2b-42a7-abe8-40c1de68c7d4,8a6701e4-f516-4f7d-a5d1-19f0b76efd56,group_2,2123-05-04 12:47:00.161701,Tablet,Tablet,2126-10-28 05:50:10.042376,2126-10-28,2126-10-28 06:41:10.042376,51,3,4,1,3,0,5,4,2,4,1,1,2,0,1,0,4,1,5,3,5,0,4,3,4,0,1,0
5c308afa-130e-471d-9777-da767b44d994,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Tablet,2127-03-11 20:46:50.721770,2127-03-11,2127-03-11 21:42:50.721770,56,2,3,0,5,0,5,1,1,2,0,5,4,0,1,0,1,2,3,1,1,3,2,4,1,1,0,4
43854cd1-736e-46af-8150-422defb0c09a,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Tablet,2127-07-04 07:24:28.924026,2127-07-04,2127-07-04 08:33:28.924026,69,1,2,1,1,1,4,4,0,2,1,1,4,0,3,0,0,1,1,2,4,5,1,2,0,0,0,0
45c2d1f9-61e7-48fb-9be7-2305bba7216d,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Tablet,2127-03-29 03:26:57.032974,2127-03-29,2127-03-29 05:08:57.032974,102,1,0,1,2,0,1,0,1,3,1,3,1,0,0,0,4,4,0,4,5,1,5,0,3,1,0,1
9030d2ad-8c84-4844-8747-df3c0ef46e7a,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Mobile,2127-09-05 15:37:02.034853,2127-09-05,2127-09-05 16:54:02.034853,77,1,5,2,2,2,1,3,1,4,1,2,5,0,3,0,0,4,3,2,3,3,5,4,1,0,0,4
a589580a-7f48-4b6e-b334-94882b83c42b,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Tablet,2127-07-06 17:11:39.109821,2127-07-06,2127-07-06 18:18:39.109821,67,1,1,0,1,0,2,5,5,3,1,4,1,1,5,0,4,5,1,1,4,1,1,3,5,0,1,0
733b9a0a-ae93-4a70-b240-c8065af5ca1e,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Mobile,2127-05-21 17:15:57.003725,2127-05-21,2127-05-21 18:09:57.003725,54,0,2,0,5,2,1,5,0,3,0,5,5,0,5,0,3,1,4,5,1,4,3,5,0,1,2,2
08d896d0-878d-4a46-aabe-49b171af3b75,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Desktop,2127-05-04 19:34:28.273186,2127-05-04,2127-05-04 20:40:28.273186,66,2,4,0,2,0,2,1,1,4,2,1,1,0,0,0,5,5,0,3,4,2,3,0,1,1,0,3
5ec4842c-e974-4346-bafb-896dc1fc726b,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Tablet,2127-04-23 08:25:24.138732,2127-04-23,2127-04-23 10:14:24.138732,109,2,4,1,0,0,3,4,2,0,1,3,5,1,0,0,1,2,2,1,3,5,5,3,2,1,1,0
59b6bb8f-203f-4b55-9f14-b6a60d636ab4,d55aa95d-77ca-4e9c-8c7d-e21d4cf86b77,group_1,2127-01-13 08:05:30.069504,Desktop,Tablet,2127-05-05 18:52:46.823964,2127-05-05,2127-05-05 19:16:46.823964,24,5,3,1,3,0,2,2,0,1,1,2,5,1,2,0,2,4,4,0,0,0,5,5,2,0,0,2
72a71b64-38fa-484a-b16c-e7189cf4d0dd,145bb568-d741-4152-a2ad-37d4f5f370bb,group_1,2124-01-28 09:08:58.821671,Mobile,Mobile,2125-04-30 19:12:59.210940,2125-04-30,2125-04-30 21:09:59.210940,117,3,3,1,3,1,1,1,1,1,1,5,5,0,2,3,1,5,3,1,5,4,1,5,3,1,0,2
43657fc5-fe82-469e-a205-27a91754d488,145bb568-d741-4152-a2ad-37d4f5f370bb,group_1,2124-01-28 09:08:58.821671,Mobile,Mobile,2126-11-14 13:40:53.839454,2126-11-14,2126-11-14 15:05:53.839454,85,3,1,1,2,1,4,2,3,4,0,5,3,0,5,1,5,0,5,1,3,1,5,4,1,3,0,1
31b9163f-ef6f-47c9-ac6e-1eb391f4edef,4ff96573-9829-4f03-9025-e8d5ab6dc262,group_3,2123-08-01 21:38:26.734399,Desktop,Mobile,2125-09-28 11:42:34.734402,2125-09-28,2125-09-28 12:25:34.734402,43,4,2,0,3,0,5,4,2,5,1,0,5,0,3,1,2,3,5,0,1,0,2,1,2,1,0,1
f3b2d846-e672-45b7-adcf-d97103001387,4ff96573-9829-4f03-9025-e8d5ab6dc262,group_3,2123-08-01 21:38:26.734399,Desktop,Mobile,2124-04-25 06:29:25.280789,2124-04-25,2124-04-25 07:40:25.280789,71,3,1,0,5,0,5,1,1,4,0,1,1,1,5,0,2,3,4,3,0,3,4,3,2,1,0,5
cdc47d1d-5ce6-4e13-ac7f-093bbab22cfb,4ff96573-9829-4f03-9025-e8d5ab6dc262,group_3,2123-08-01 21:38:26.734399,Desktop,Desktop,2126-03-06 22:24:09.457227,2126-03-06,2126-03-07 00:18:09.457227,114,5,2,1,1,0,0,1,5,3,0,5,2,1,0,0,2,1,3,2,3,4,5,3,4,0,0,0
5cda43eb-6956-4455-ad57-2f57251b1b41,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Tablet,2125-12-06 22:13:55.884119,2125-12-06,2125-12-06 23:03:55.884119,50,0,1,1,1,1,3,3,1,0,0,4,3,0,0,1,4,4,2,1,1,1,0,5,0,0,0,0
70ef426e-18f5-463c-89d4-c4b283f531a1,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Mobile,2125-05-15 19:29:21.174448,2125-05-15,2125-05-15 21:09:21.174448,100,4,4,1,4,1,3,4,5,3,0,2,5,0,1,0,2,3,5,5,1,4,4,1,1,1,1,0
b90c931f-6336-4606-a45b-0a41962b378d,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Desktop,2125-07-24 17:17:23.751321,2125-07-24,2125-07-24 17:20:23.751321,3,5,5,1,4,0,1,5,2,2,0,3,2,1,1,0,4,3,2,1,1,1,0,2,5,0,0,1
bc5a2abb-df20-4a66-ac5c-4aed8d7c4c2f,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Desktop,2126-09-04 01:54:08.919415,2126-09-04,2126-09-04 03:10:08.919415,76,2,0,1,4,1,3,0,5,0,3,2,4,1,4,0,0,5,4,3,5,5,2,5,0,1,0,1
7d0134cc-870b-46a6-9e47-2234352eac0e,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Tablet,2125-10-14 16:12:04.874222,2125-10-14,2125-10-14 17:59:04.874222,107,5,1,0,2,1,5,3,1,3,0,4,5,0,2,0,1,4,2,2,3,4,5,5,2,0,0,5
54bf2069-bb0d-4a25-bbd8-ebf1da661188,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Desktop,2125-10-07 06:11:03.743398,2125-10-07,2125-10-07 06:58:03.743398,47,3,2,0,4,1,4,2,1,3,0,3,4,0,0,1,5,1,1,5,3,5,0,5,2,2,1,3
c787d343-b77f-46b0-a69c-39532d6dbd9b,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Mobile,2125-02-23 15:42:18.574056,2125-02-23,2125-02-23 17:37:18.574056,115,5,3,0,5,0,1,1,2,0,0,1,5,1,1,0,1,4,1,2,1,3,1,4,4,1,0,3
89a554b7-6bca-4137-91be-e88762a5a7fd,2400ba26-ab8d-4dfd-be47-bc8fed516665,group_3,2125-02-02 01:05:24.241282,Tablet,Mobile,2127-01-04 04:22:54.939772,2127-01-04,2127-01-04 04:52:54.939772,30,3,5,0,1,2,0,0,5,5,2,4,5,2,4,1,1,5,1,1,0,3,2,2,1,0,0,5
7cb001d9-349f-4456-a14d-92f678d4fc40,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Tablet,2127-12-24 16:59:04.621957,2127-12-24,2127-12-24 18:04:04.621957,65,3,3,0,4,0,0,4,2,5,0,3,5,1,1,1,4,3,1,2,1,2,4,5,4,2,0,4
09f94cd6-c0f2-4e6c-993d-90af1593ce23,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Desktop,2125-09-13 03:51:38.064018,2125-09-13,2125-09-13 05:37:38.064018,106,5,0,2,1,0,3,5,2,3,0,5,0,2,0,0,3,0,4,5,0,3,0,1,5,0,0,0
3a91d4ac-49c4-4de6-91d4-9ae179d7728c,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Mobile,2126-11-10 23:35:13.553052,2126-11-10,2126-11-11 00:57:13.553052,82,1,2,0,5,2,1,2,1,1,0,1,3,1,0,1,0,0,4,1,3,2,4,1,5,1,0,1
3b6adfe7-6254-4a1b-a285-035e0241656d,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Tablet,2127-11-08 19:18:21.514550,2127-11-08,2127-11-08 20:22:21.514550,64,5,3,0,5,2,3,4,5,4,0,1,0,1,3,0,0,3,0,5,5,2,5,0,1,1,0,3
54d637cf-9a79-4f6e-905a-aed6f7a1717d,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Desktop,2125-10-30 11:42:01.540722,2125-10-30,2125-10-30 13:15:01.540722,93,4,4,0,1,1,4,1,1,1,1,1,1,1,0,0,2,4,2,0,1,1,0,5,2,0,0,2
aac6e471-8046-421c-ac33-6380e68e8f8c,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Mobile,2126-11-27 16:31:30.498359,2126-11-27,2126-11-27 17:41:30.498359,70,2,0,2,1,0,4,2,0,0,0,5,5,0,5,0,2,0,5,5,4,5,4,3,1,0,1,2
7cac916f-1978-4a6b-8d54-6b864e08614b,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Desktop,2127-10-26 12:53:24.328231,2127-10-26,2127-10-26 13:16:24.328231,23,2,3,2,4,1,1,4,3,3,1,0,0,1,0,1,0,0,3,3,1,4,5,4,5,2,0,5
955799a8-9dc8-4407-8698-1885c6829690,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Mobile,2125-11-01 16:01:56.939658,2125-11-01,2125-11-01 17:10:56.939658,69,0,4,0,5,1,5,1,2,5,0,1,1,1,5,0,4,1,4,4,5,5,2,2,0,1,0,3
3e4cdc9e-e716-42f0-b4ad-1c62af647f6f,ad2d1ea0-cdf0-4730-bfa4-9413e3bebb68,group_1,2125-04-21 12:32:40.068659,Tablet,Mobile,2126-05-29 19:13:06.507181,2126-05-29,2126-05-29 20:02:06.507181,49,0,0,0,2,2,4,0,2,3,1,5,5,0,5,1,3,2,0,1,3,5,1,4,4,0,0,4
984651b9-cbb6-4bf9-be3a-5064d141a0b0,7c697d92-dd69-439c-9874-2b419723eeca,group_2,2125-02-17 12:30:42.455324,Tablet,Desktop,2126-11-01 05:55:56.181101,2126-11-01,2126-11-01 05:57:56.181101,2,4,2,1,4,0,5,4,2,3,0,5,5,2,4,0,2,1,1,1,5,3,2,0,0,0,1,3
35970ec6-e73a-4093-8496-f9017ee865cc,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Desktop,2127-04-17 06:17:00.839067,2127-04-17,2127-04-17 06:42:00.839067,25,1,3,0,3,0,1,5,3,2,1,2,4,3,4,0,5,2,5,4,4,4,5,0,5,0,0,4
30e83234-7af9-4a9e-ada9-7f0b98aab87c,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Mobile,2126-09-13 05:38:58.381392,2126-09-13,2126-09-13 06:11:58.381392,33,0,3,1,5,1,1,1,3,3,1,1,5,1,3,1,5,0,2,1,1,0,0,4,4,2,0,2
c0e710c6-a552-4821-b96f-d517401fb29b,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Mobile,2126-11-06 11:18:35.153787,2126-11-06,2126-11-06 12:46:35.153787,88,2,1,1,2,2,5,3,2,0,0,1,4,2,5,0,0,4,3,2,3,5,0,2,1,0,3,2
81461e26-5863-4452-9654-f79094012d57,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Tablet,2126-12-05 12:52:17.273774,2126-12-05,2126-12-05 13:48:17.273774,56,3,5,0,4,0,1,3,0,1,0,1,5,3,1,0,4,5,2,1,2,1,2,0,3,0,0,2
507a78d2-7745-4628-9baa-d28a97e5dcf7,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Desktop,2126-10-20 22:11:23.405190,2126-10-20,2126-10-20 23:05:23.405190,54,1,3,1,5,0,3,1,0,2,0,4,4,0,0,0,5,1,3,3,1,2,2,2,0,0,0,5
20ff7867-d17f-444f-9df6-35f376dd1c22,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Tablet,2127-09-27 06:48:03.855232,2127-09-27,2127-09-27 07:02:03.855232,14,1,3,0,1,0,0,0,2,2,0,1,3,2,5,0,5,4,0,1,3,1,0,4,1,1,1,0
7239579f-8288-46d3-b8cc-02d8a993af44,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Tablet,2126-11-19 12:25:39.491140,2126-11-19,2126-11-19 12:34:39.491140,9,1,1,0,4,0,4,4,4,0,1,0,0,0,1,0,3,3,5,4,4,2,1,5,3,0,1,3
ec78920b-4697-4963-bcdc-32620c98afae,2015df18-9b50-493f-a446-a7860d86853e,group_1,2126-05-12 22:04:02.031650,Mobile,Tablet,2127-09-09 06:09:14.897090,2127-09-09,2127-09-09 06:55:14.897090,46,0,0,0,5,0,4,2,1,5,2,3,4,1,5,1,2,5,4,4,0,4,1,1,1,1,1,2
88b816f3-914b-4ccb-8a34-703279d7e4c9,61b4c092-ddf0-48bf-b725-812be8a17918,group_2,2125-04-29 06:33:33.149788,Desktop,Mobile,2126-12-20 17:24:32.261977,2126-12-20,2126-12-20 17:35:32.261977,11,1,3,0,0,1,3,1,2,4,0,3,4,0,3,1,5,2,1,0,1,4,3,5,2,1,0,0
d90170c6-8df9-433f-a6c3-b984077b1dd6,61b4c092-ddf0-48bf-b725-812be8a17918,group_2,2125-04-29 06:33:33.149788,Desktop,Desktop,2126-05-30 09:24:41.092640,2126-05-30,2126-05-30 11:19:41.092640,115,1,2,0,5,2,5,0,1,2,0,3,5,0,3,0,0,5,4,3,3,1,1,3,0,0,2,4
b1c934be-c531-4cfd-9d48-f321c0419f0a,9c1387a5-8cec-4d52-8005-ae00dc291adf,group_3,2125-11-20 00:06:58.037765,Mobile,Desktop,2127-05-01 15:54:32.616033,2127-05-01,2127-05-01 16:43:32.616033,49,4,4,1,3,0,2,0,5,1,0,1,0,1,1,2,4,5,4,5,1,1,2,3,2,1,1,5
aa5c8f1a-4794-4f68-9b4e-61e955681690,9c1387a5-8cec-4d52-8005-ae00dc291adf,group_3,2125-11-20 00:06:58.037765,Mobile,Tablet,2126-06-29 18:28:57.606704,2126-06-29,2126-06-29 19:38:57.606704,70,5,5,0,1,1,4,0,0,2,0,4,2,0,3,0,5,0,0,2,5,3,3,5,4,0,0,2
6eb824f4-be8b-40d9-8083-e95428d4f1e1,9c1387a5-8cec-4d52-8005-ae00dc291adf,group_3,2125-11-20 00:06:58.037765,Mobile,Mobile,2127-08-28 01:12:00.258968,2127-08-28,2127-08-28 02:34:00.258968,82,4,2,0,3,1,3,3,1,5,0,1,0,1,3,1,5,0,2,1,5,0,5,0,3,0,0,1
139639dc-c5fd-4dcc-affd-2ebd58d37d11,9c1387a5-8cec-4d52-8005-ae00dc291adf,group_3,2125-11-20 00:06:58.037765,Mobile,Mobile,2127-04-02 21:49:55.878519,2127-04-02,2127-04-02 21:53:55.878519,4,4,5,2,0,0,1,2,5,2,1,4,2,0,4,0,1,2,4,1,4,3,4,0,2,0,0,2
